IDENTIFIKA»NÕ »ÕSLO,DRUH POZEMNÕ KOMUNIKACE,»ÕSLO POZEMNÕ KOMUNIKACE,"den, mÏsÌc, rok",,Ëas ,DRUH NEHODY,DRUH SR¡éKY JEDOUCÕCH VOZIDEL,DRUH PEVN… PÿEK¡éKY,CHARAKTER NEHODY,ZAVINÃNÕ NEHODY,ALKOHOL U VINÕKA NEHODY PÿÕTOMEN,HLAVNÕ PÿÕ»INY NEHODY,usmrceno osob,tÏûce zranÏno osob,lehce zranÏno osob,CELKOV¡ HMOTN¡ äKODA,DRUH POVRCHU VOZOVKY,STAV POVRCHU VOZOVKY V DOBÃ NEHODY,STAV KOMUNIKACE,POVÃTRNOSTNÕ PODMÕNKY V DOBÃ NEHODY,VIDITELNOST,ROZHLEDOV… POMÃRY,DÃLENÕ KOMUNIKACE,SITUOV¡NÕ NEHODY NA KOMUNIKACI,ÿÕZENÕ PROVOZU V DOBÃ NEHODY,MÕSTNÕ ⁄PRAVA PÿEDNOSTI V JÕZDÃ,SPECIFICK¡ MÕSTA A OBJEKTY V MÕSTÃ NEHODY,SMÃROV… POMÃRY,PO»ET Z⁄»ASTNÃN›CH VOZIDEL,MÕSTO DOPRAVNÕ NEHODY,DRUH KÿIéUJÕCÕ KOMUNIKACE,DRUH VOZIDLA,V›ROBNÕ ZNA»KA MOTOROV…HO VOZIDLA,ROK V›ROBY VOZIDLA,CHARAKTERISTIKA VOZIDLA ,SMYK,VOZIDLO PO NEHODÃ,"⁄NIK PROVOZNÕCH, PÿEPRAVOVAN›CH HMOT",ZPŸSOB VYPROäTÃNÕ OSOB Z VOZIDLA,SMÃR JÕZDY NEBO POSTAVENÕ VOZIDLA,äKODA NA VOZIDLE,KATEGORIE ÿIDI»E,STAV ÿIDI»E,VNÃJäÕ OVLIVNÃNÕ ÿIDI»E,nan.1,nan.2,nan.3,nan.4,nan.5,nan.6,nan.7,nan.8,nan.9,nan.10,nan.11,nan.12,nan.13,nan.14,nan.15,nan.16,nan.17,nan.18,LOKALITA NEHODY
180506190128,3,2904.0,2019-01-26,6,1800,5,0,0,2,4,0,100,0,0,0,400,2,3,12,4,7,1,1,1,0,0,0,1,1,0,,3,47.0,07,1.0,0.0,1.0,0.0,1.0,3.0,400,2.0,1.0,1.0,"-682669,779","-961543,308","-682669,779","-961543,308","-682670,708","-961543,368",,,,silnice3.t¯Ìdy,2904,2302882,,Souhlasn˝sesmÏrem˙seku,Pomal˝,564371.0,,GN_V0.1UIR-ADR_410,2
180506190129,3,3511.0,2019-01-26,6,2200,1,1,0,1,1,0,204,0,0,2,3500,2,6,12,4,7,1,1,1,0,0,0,3,2,0,,3,44.0,03,9.0,1.0,4.0,0.0,1.0,1.0,1500,9.0,,,"-686862,78","-957421,161","-686862,78","-957421,161","-686865,301","-957402,29",,,,silnice3.t¯Ìdy,03511,879936,,OpaËn˝kesmÏru˙seku,Pomal˝,530433.0,,GN_V0.1UIR-ADR_410,2
180506190130,8,,2019-01-26,6,1660,2,0,0,2,1,0,516,0,0,0,50,1,3,12,1,1,1,0,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-687327,472","-976297,625","-687327,472","-976297,625","-687326,31","-976293,918",Liberec,Star·Rochlick·,,mÌstnÌkomunikace,,1634900,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563889.0,260827.0,GN_V0.1UIR-ADR_410,1
180506190131,1,35.0,2019-01-27,0,1320,3,0,4,2,1,2,204,0,0,0,1050,2,3,12,1,1,1,3,3,0,0,0,3,1,0,,3,17.0,15,3.0,1.0,1.0,1.0,1.0,1.0,1000,2.0,1.0,1.0,"-686167,718","-989275,402","-686167,718","-989275,402","-686166,317","-989275,636",,,,silnice1.t¯Ìdy,35,1331988,,Souhlasn˝sesmÏrem˙seku,Pomal˝,544604.0,,GN_V0.1UIR-ADR_410,2
180506190132,6,,2019-01-28,1,530,2,0,0,2,1,2,509,0,0,0,500,2,3,12,3,4,1,1,1,0,0,0,1,2,0,,3,8.0,17,1.0,0.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,"-701697,633","-962576,644","-701695,484","-962555,696","-701695,487","-962555,378",Hr·deknadNisou,Libereck·,,mÌstnÌkomunikace,,792666,,Souhlasn˝sesmÏrem˙seku,Pomal˝,564095.0,251097.0,GN_V0.1UIR-ADR_410,1
180506190133,6,,2019-01-24,4,930,1,2,0,2,1,0,501,0,0,0,350,2,5,12,1,1,1,1,1,0,0,0,1,2,0,,3,4.0,92,1.0,0.0,1.0,0.0,1.0,5.0,50,9.0,,,,,"-686695,794","-971532,976","-686695,769","-971532,802",Liberec,Staökova,,mÌstnÌkomunikace,,740891,,OpaËn˝kesmÏru˙seku,Pomal˝,563889.0,256048.0,GN_V0.1UIR-ADR_410,1
180506190134,7,,2019-01-28,1,940,4,0,0,2,1,2,504,0,0,0,1,3,3,12,1,1,1,0,6,0,0,0,1,1,0,,3,35.0,07,1.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,,,"-688379,651","-972104,926","-688378,741","-972104,588",Liberec,Hrdin˘,,mÌstnÌkomunikace,,741098,,,Pomal˝,563889.0,256366.0,GN_V0.1UIR-ADR_410,1
180506190135,6,,2019-01-28,1,1020,2,0,0,2,1,2,502,0,0,0,100,2,3,12,1,1,1,1,1,0,0,0,1,2,0,,3,29.0,08,1.0,0.0,1.0,0.0,1.0,5.0,20,2.0,1.0,1.0,"-687608,41","-974078,022","-687608,41","-974078,022","-687612,365","-974086,037",Liberec,KomenskÈho,,mÌstnÌkomunikace,,1634834,,OpaËn˝kesmÏru˙seku,Pomal˝,563889.0,252212.0,GN_V0.1UIR-ADR_410,1
180506190136,3,2787.0,2019-01-23,3,700,5,0,0,2,4,0,100,0,0,0,50,2,3,12,1,4,1,1,1,0,0,0,1,1,0,,3,7.0,14,1.0,0.0,1.0,0.0,1.0,3.0,50,2.0,1.0,1.0,"-690025,883","-984876,437","-690025,883","-984876,437","-690013,694","-984865,513",,,,silnice3.t¯Ìdy,2787,2303039,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563901.0,,GN_V0.1UIR-ADR_410,2
180506190137,6,,2019-01-28,1,1430,1,2,0,2,1,2,516,0,0,0,230,2,3,12,1,1,1,5,1,0,0,1,1,2,0,,5,35.0,07,1.0,0.0,1.0,0.0,1.0,5.0,30,2.0,1.0,1.0,"-687986,614","-973550,874","-687986,614","-973550,874","-687991,06","-973542,013",Liberec,Sokolsk·,,mÌstnÌkomunikace,,2908447,,,Pomal˝,563889.0,253715.0,GN_V0.1UIR-ADR_410,1
180506190138,6,,2019-01-23,3,960,3,0,6,2,1,0,504,0,0,0,800,2,3,12,1,1,1,1,1,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,"-690363,951","-977007,513","-690363,951","-977007,513","-690363,42","-977003,405",Liberec,AmpÈrova,,mÌstnÌkomunikace,,1870637,,OpaËn˝kesmÏru˙seku,Pomal˝,563889.0,258776.0,GN_V0.1UIR-ADR_410,1
180506190139,8,,2019-01-24,4,2560,2,0,0,2,1,0,516,0,0,0,50,2,6,12,1,1,1,0,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-685447,303","-975016,363","-685447,303","-975016,363","-685445,666","-974993,119",Liberec,Aloisinav˝öina,,mÌstnÌkomunikace,,1666292,,,Pomal˝,563889.0,255246.0,GN_V0.1UIR-ADR_410,1
180506190140,6,,2019-01-28,1,1830,1,3,0,1,1,2,402,0,0,3,2700,2,3,12,1,4,1,1,1,3,3,0,4,3,10,6.0,3,26.0,15,3.0,0.0,1.0,0.0,1.0,5.0,900,3.0,1.0,1.0,"-688947,515","-969849,026","-688950,2","-969807,668","-688948,868","-969807,734",Liberec,Hejnick·,,mÌstnÌkomunikace,,1665882,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563889.0,260363.0,GN_V0.1UIR-ADR_410,1
180506190141,8,,2019-01-28,1,1820,2,0,0,2,1,0,516,0,0,0,250,5,6,12,1,4,1,0,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-687825,935","-973343,93","-687825,935","-973343,93","-687813,285","-973368,131",Liberec,Past˝¯sk·,,mÌstnÌkomunikace,,3405263,,,Pomal˝,563889.0,252611.0,GN_V0.1UIR-ADR_410,1
180506190142,8,,2019-01-28,1,2560,2,0,0,2,1,0,516,0,0,0,150,2,6,12,1,1,1,0,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-687597,027","-975838,347","-687597,027","-975838,347","-687590,19","-975837,246",Liberec,Dobi·öova,,mÌstnÌkomunikace,,1666232,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563889.0,254215.0,GN_V0.1UIR-ADR_410,1
180506190143,8,,2019-01-29,2,2560,2,0,0,2,1,0,516,0,0,0,100,2,3,12,1,1,1,0,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-688625,848","-974750,04","-688625,848","-974750,04","-688609,655","-974765,891",Liberec,UNisy,,mÌstnÌkomunikace,,122192,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563889.0,253154.0,GN_V0.1UIR-ADR_410,1
180506190144,3,2916.0,2019-01-29,2,1405,3,0,1,1,1,2,204,0,0,1,400,2,6,12,6,1,1,1,3,0,0,0,2,1,0,,3,47.0,98,1.0,1.0,1.0,0.0,1.0,1.0,400,2.0,1.0,1.0,"-676008,364","-956701,759","-675949,813","-956805,431","-675949,39","-956805,376",,,,silnice3.t¯Ìdy,2916,2302823,,OpaËn˝kesmÏru˙seku,Pomal˝,564265.0,,GN_V0.1UIR-ADR_410,2
180506190145,1,35.0,2019-01-29,2,1420,0,0,0,1,1,2,204,0,0,2,1200,2,3,12,5,3,1,3,8,0,0,0,1,2,0,,3,7.0,09,1.0,0.0,1.0,0.0,1.0,3.0,1200,2.0,1.0,1.0,"-686457,652","-990094,018","-686457,652","-990094,018","-686452,233","-990094,931",,,,silnice1.t¯Ìdy,35,2569890,,Souhlasn˝sesmÏrem˙seku,Pomal˝,545953.0,,GN_V0.1UIR-ADR_410,2
180506190146,6,,2019-01-28,1,2560,2,0,0,2,1,0,516,0,0,0,80,2,3,12,1,1,1,0,2,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-688564,74","-974236,107","-688564,74","-974236,107","-688570,166","-974221,503",Liberec,Matouöova,,mÌstnÌkomunikace,,2908471,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563889.0,252271.0,GN_V0.1UIR-ADR_410,1
180506190147,3,2787.0,2019-01-30,3,750,3,0,9,2,1,2,204,0,0,0,770,2,3,12,1,1,1,1,8,0,0,0,3,1,0,,3,17.0,05,1.0,0.0,1.0,0.0,1.0,1.0,750,3.0,1.0,1.0,"-691782,922","-984479,285","-691782,922","-984479,285","-691782,98","-984466,922",,,,silnice3.t¯Ìdy,2787,1331812,,OpaËn˝kesmÏru˙seku,Pomal˝,563901.0,,GN_V0.1UIR-ADR_410,2
180506190148,6,,2019-01-30,3,900,2,0,0,2,1,2,508,0,0,0,1300,2,3,12,1,1,1,2,1,0,0,0,1,2,0,,3,44.0,07,1.0,0.0,1.0,0.0,1.0,5.0,700,2.0,1.0,1.0,"-685643,493","-974486,77","-685643,493","-974486,77","-685647,202","-974474,331",Liberec,HrubÌnova,,mÌstnÌkomunikace,,1591185,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563889.0,260681.0,GN_V0.1UIR-ADR_410,1
180506190149,1,35.0,2019-01-30,3,1050,0,0,0,2,1,0,516,0,0,0,100,2,3,12,1,1,1,3,1,0,0,0,3,2,0,,17,,XX,,,,,,,0,,,,"-689120,845","-977646,157","-689120,845","-977646,157","-689112,402","-977644,051",,,,silnice1.t¯Ìdy,35,130087,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563889.0,258717.0,GN_V0.1UIR-ADR_410,2
180506190150,3,2716.0,2019-01-30,3,1104,3,0,3,2,1,2,508,0,0,0,350,2,1,1,1,1,1,1,6,3,3,0,1,1,0,,3,4.0,17,1.0,1.0,1.0,0.0,1.0,3.0,200,2.0,1.0,1.0,"-701425,223","-962547,471","-701425,223","-962547,471","-701418,88","-962543,871",Hr·deknadNisou,N·draûnÌ,,silnice3.t¯Ìdy,2716,2525453,,OpaËn˝kesmÏru˙seku,Pomal˝,564095.0,251178.0,GN_V0.1UIR-ADR_410,1
180506190151,3,2904.0,2019-01-30,3,1605,1,4,0,2,1,2,504,0,0,0,210,2,3,12,1,1,1,1,1,0,0,0,3,2,0,,5,26.0,17,9.0,0.0,1.0,0.0,1.0,3.0,10,2.0,1.0,1.0,"-683104,621","-963431,83","-683104,621","-963431,83","-683104,96","-963425,833",,,,silnice3.t¯Ìdy,2904,2302903,,Souhlasn˝sesmÏrem˙seku,Pomal˝,564371.0,,GN_V0.1UIR-ADR_410,2
180506190152,1,13.0,2019-01-30,3,1730,5,0,0,2,4,0,100,0,0,0,250,2,3,12,1,6,1,3,1,0,0,0,2,1,0,,5,12.0,17,3.0,0.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,"-699212,643","-968199,739","-699212,643","-968199,739","-699219,728","-968196,383",,,,silnice1.t¯Ìdy,13,1461646,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563919.0,,GN_V0.1UIR-ADR_410,2
180506190153,1,13.0,2019-01-31,4,640,5,0,0,2,4,0,100,0,0,0,3000,2,1,1,1,6,1,1,1,0,0,0,1,1,0,,3,39.0,17,3.0,0.0,1.0,0.0,1.0,1.0,3000,3.0,1.0,1.0,"-686475,119","-959696,36","-686475,119","-959696,36","-686479,309","-959692,757",,,,silnice1.t¯Ìdy,13,1588433,,OpaËn˝kesmÏru˙seku,Pomal˝,546607.0,,GN_V0.1UIR-ADR_410,2
180506190154,8,,2019-01-31,4,815,2,0,0,2,1,2,511,0,0,0,1300,2,6,12,1,1,1,0,0,0,0,0,1,3,0,,3,17.0,18,1.0,0.0,1.0,0.0,1.0,5.0,800,2.0,1.0,1.0,"-688007,634","-976111,341","-688007,634","-976111,341","-688000,951","-976102,562",Liberec,Dr.MiladyHor·kovÈ,,mÌstnÌkomunikace,,1590523,,OpaËn˝kesmÏru˙seku,Pomal˝,563889.0,253316.0,GN_V0.1UIR-ADR_410,1
180506190155,8,,2019-01-31,4,845,2,0,0,2,1,2,516,0,0,0,200,2,1,1,1,1,1,0,0,0,0,10,1,2,0,,3,48.0,12,1.0,0.0,1.0,0.0,1.0,5.0,50,2.0,1.0,1.0,"-687922,751","-975813,21","-687922,751","-975813,21","-687927,791","-975808,624",Liberec,Dobi·öova,,mÌstnÌkomunikace,,1590056,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563889.0,254215.0,GN_V0.1UIR-ADR_410,1
180506190156,1,13.0,2019-01-31,4,1230,4,0,0,1,1,2,516,0,0,1,1800,2,1,1,1,1,1,1,1,0,0,0,1,1,0,,3,32.0,18,1.0,0.0,1.0,0.0,1.0,1.0,800,3.0,1.0,2.0,"-683028,567","-956015,375","-683028,567","-956015,375","-683028,113","-956015,445",,,,silnice1.t¯Ìdy,13,2303542,,OpaËn˝kesmÏru˙seku,Pomal˝,564028.0,249581.0,GN_V0.1UIR-ADR_410,2
180506190157,6,,2019-01-31,4,1745,3,0,3,2,1,2,504,0,0,0,1005,2,6,12,6,6,1,1,3,0,0,0,1,1,0,,3,4.0,18,1.0,0.0,1.0,0.0,1.0,5.0,1000,2.0,1.0,1.0,"-686776,365","-981013,68","-686776,365","-981013,68","-686772,473","-981018,854",,,,mÌstnÌkomunikace,,794221,,Souhlasn˝sesmÏrem˙seku,Pomal˝,530484.0,,GN_V0.1UIR-ADR_410,2
180506190158,8,,2019-01-30,3,1760,2,0,0,2,1,0,502,0,0,0,50,2,1,1,1,1,1,0,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-688107,66","-973688,122","-688104,974","-973683,825","-688105,655","-973684,785",Liberec,n·m.SokolovskÈ,,mÌstnÌkomunikace,,1666901,,OpaËn˝kesmÏru˙seku,Pomal˝,563889.0,252158.0,GN_V0.1UIR-ADR_410,1
180506190159,2,278.0,2019-01-31,4,2115,5,0,0,2,4,0,100,0,0,0,1000,2,3,12,1,6,1,1,1,0,0,0,1,1,0,,3,17.0,17,1.0,0.0,1.0,0.0,1.0,1.0,1000,2.0,1.0,1.0,"-688625,86","-984060,309","-688625,86","-984060,309","-688626,754","-984051,163",,,,silnice2.t¯Ìdy,278,886001,,Souhlasn˝sesmÏrem˙seku,Pomal˝,563901.0,,GN_V0.1UIR-ADR_410,2
181106190001,2,283.0,2019-01-01,2,104,3,0,9,2,1,2,204,0,0,0,300,1,3,12,3,4,1,1,1,3,3,2,4,1,19,6.0,3,4.0,95,1.0,1.0,3.0,0.0,1.0,14.0,200,2.0,1.0,1.0,"-683520,222","-994774,615","-683522,227","-994770,757","-683522,223","-994770,768",Turnov,n·mÏstÌ»eskÈhoR·je,,silnice2.t¯Ìdy,283,157187,,OpaËn˝kesmÏru˙seku,Pomal˝,577626.0,548553.0,GN_V0.1UIR-ADR_410,1
181106190002,6,,2019-01-01,2,2560,2,0,0,2,1,0,516,0,0,0,30,1,3,12,3,3,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-669340,118","-1002797,608","-669340,118","-1002797,608","-669335,548","-1002795,076",LomnicenadPopelkou,JosefaJanaFuËÌka,,mÌstnÌkomunikace,,791080,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577308.0,545929.0,GN_V0.1UIR-ADR_410,1
181106190003,0,10.0,2019-01-02,3,800,3,0,4,2,1,2,204,0,0,0,700,2,3,12,5,3,1,3,3,0,0,0,1,1,0,,3,39.0,02,1.0,1.0,1.0,1.0,1.0,1.0,500,2.0,2.0,5.0,"-687417,9","-994088,441","-687417,9","-994088,441","-687425,515","-994075,992",,,,mÌstnÌkomunikace,D10,709490,,Souhlasn˝sesmÏrem˙seku,Pomal˝,544531.0,,GN_V0.1UIR-ADR_410,2
181106190004,6,,2019-01-02,3,1000,3,0,3,2,1,2,204,0,0,0,320,2,6,12,5,3,2,1,8,3,3,0,5,2,10,6.0,5,26.0,09,3.0,1.0,1.0,0.0,1.0,5.0,200,3.0,1.0,1.0,"-665769,072","-1000149,882","-665757,254","-1000116,578","-665757,015","-1000116,724",Liböt·t,,,mÌstnÌkomunikace,,892897,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577294.0,,GN_V0.1UIR-ADR_410,1
181106190005,2,286.0,2019-01-03,4,1225,1,1,0,1,1,2,204,0,0,1,800,2,8,12,5,3,3,1,1,0,0,0,3,2,0,,3,39.0,00,1.0,1.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,"-667095,726","-1001040,096","-667095,726","-1001040,096","-667094,859","-1001040,726",,,,silnice2.t¯Ìdy,286,1757199,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577294.0,,GN_V0.1UIR-ADR_410,2
181106190006,3,2834.0,2019-01-03,4,1505,1,1,0,1,1,2,204,0,0,1,800,2,6,12,1,1,4,1,1,0,0,0,3,2,0,,3,39.0,07,1.0,1.0,1.0,1.0,1.0,3.0,300,2.0,1.0,1.0,"-681676,483","-995973,809","-681676,483","-995973,809","-681675,883","-995973,826",MÕROV¡PODKOZ¡KOVEM,,,silnice3.t¯Ìdy,2834,3452531,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577316.0,,GN_V0.1UIR-ADR_410,1
181106190007,6,,2019-01-03,4,1500,3,0,9,2,1,2,204,0,0,0,30,2,6,12,1,1,3,1,1,3,5,0,5,1,10,6.0,3,39.0,06,1.0,0.0,3.0,0.0,1.0,5.0,0,2.0,1.0,1.0,"-687115,921","-994770,594","-687113,773","-994757,166","-687113,047","-994757,053",P¯epe¯e,,,mÌstnÌkomunikace,,1868450,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577413.0,,GN_V0.1UIR-ADR_410,1
181106190008,3,2823.0,2019-01-03,4,1835,3,0,6,2,1,2,511,0,0,0,500,2,8,12,1,4,1,1,1,3,3,0,5,1,19,6.0,7,40.0,14,9.0,1.0,1.0,0.0,1.0,31.0,0,4.0,1.0,1.0,"-679423,393","-999295,16","-679442,193","-999289,252","-679442,649","-999288,45",Karlovice,,,silnice3.t¯Ìdy,2823,1869149,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577219.0,,GN_V0.1UIR-ADR_410,1
181106190009,2,292.0,2019-01-03,4,2100,3,0,9,2,1,2,204,0,0,0,2300,2,8,12,5,5,3,1,8,0,0,0,3,1,0,,3,4.0,15,3.0,1.0,1.0,1.0,1.0,1.0,2000,3.0,1.0,1.0,"-667403,675","-994733,494","-667403,675","-994733,494","-667403,554","-994734,796",BeneöovuSemil,,,silnice2.t¯Ìdy,292,1666600,,Souhlasn˝sesmÏrem˙seku,Pomal˝,576999.0,,GN_V0.1UIR-ADR_410,1
181106190010,3,1018.0,2019-01-03,4,1335,3,0,9,2,1,2,204,0,0,0,350,2,8,12,1,1,1,1,1,0,0,0,1,1,0,,5,13.0,04,3.0,1.0,1.0,0.0,1.0,3.0,200,2.0,1.0,1.0,"-681903,621","-992840,811","-681899,324","-992829,531","-681900,202","-992829,194",Turnov,,,silnice3.t¯Ìdy,01018,153478,,OpaËn˝kesmÏru˙seku,Pomal˝,577626.0,,GN_V0.1UIR-ADR_410,1
181106190011,2,610.0,2019-01-04,5,933,2,0,0,2,1,2,508,0,0,0,650,2,3,12,1,1,1,1,1,0,0,0,1,2,0,,3,7.0,00,1.0,0.0,1.0,1.0,1.0,1.0,200,2.0,1.0,1.0,"-687984,845","-994950,065","-687988,068","-994937,174","-687987,564","-994939,235",P¯Ìöovice,,,silnice2.t¯Ìdy,610,157782,,OpaËn˝kesmÏru˙seku,Pomal˝,564354.0,,GN_V0.1UIR-ADR_410,1
181106190012,2,294.0,2019-01-04,5,1145,3,0,4,2,1,2,204,0,0,0,800,2,3,12,5,3,1,1,1,3,3,0,4,1,19,6.0,3,13.0,10,1.0,1.0,1.0,0.0,1.0,12.0,500,2.0,1.0,1.0,"-663063,645","-982298,508","-663063,786","-982308,835","-663063,591","-982309,05",RokytnicenadJizerou,,,silnice2.t¯Ìdy,294,2909818,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577456.0,,GN_V0.1UIR-ADR_410,1
181106190013,6,,2019-01-05,6,260,3,0,2,2,1,0,516,0,0,0,400,2,8,6,4,5,1,1,1,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,"-684017,156","-995009,221","-684017,156","-995009,221","-684016,366","-995005,524",Turnov,KoÚsk˝trh,,mÌstnÌkomunikace,,2629723,,,Pomal˝,577626.0,,GN_V0.1UIR-ADR_410,1
181106190014,2,286.0,2019-01-05,6,1655,5,0,0,2,4,0,100,0,0,0,30,2,3,12,1,6,1,1,1,0,0,0,1,1,0,,3,2.0,04,1.0,0.0,1.0,0.0,1.0,1.0,10,3.0,1.0,1.0,"-667922,461","-1001412,702","-667922,461","-1001412,702","-667922,535","-1001416,239",,,,silnice2.t¯Ìdy,286,1868963,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577308.0,,GN_V0.1UIR-ADR_410,2
181106190015,3,27920.0,2019-01-04,5,2560,3,0,3,2,1,0,516,0,0,0,80,2,3,12,1,6,1,1,1,3,3,0,5,1,19,6.0,17,,XX,,,,,,,0,,,,"-689274,426","-997140,844","-689274,426","-997140,844","-689274,496","-997137,302",,,,silnice3.t¯Ìdy,27920,3110577,,OpaËn˝kesmÏru˙seku,Pomal˝,577677.0,,GN_V0.1UIR-ADR_410,2
181106190016,2,286.0,2019-01-06,0,1435,9,0,0,1,1,2,204,0,0,1,300,2,3,12,1,1,3,1,1,0,0,0,3,1,0,,3,39.0,98,1.0,1.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,"-668365,142","-1006573,424","-668365,142","-1006573,424","-668368,085","-1006577,069",,,,silnice2.t¯Ìdy,286,1332994,,OpaËn˝kesmÏru˙seku,Pomal˝,577014.0,,GN_V0.1UIR-ADR_410,2
181106190017,6,,2019-01-06,0,1550,4,0,0,1,1,2,209,0,0,1,0,2,6,12,1,1,1,1,1,0,0,0,3,1,0,,3,39.0,08,1.0,0.0,1.0,0.0,1.0,5.0,0,4.0,1.0,1.0,"-661376,83","-981005,758","-661376,83","-981005,758","-661378,917","-981005,959",RokytnicenadJizerou,,,mÌstnÌkomunikace,,790076,,,Pomal˝,577456.0,,GN_V0.1UIR-ADR_410,1
181106190018,2,286.0,2019-01-07,1,1000,3,0,9,2,1,0,516,0,0,0,100,2,3,12,3,3,1,1,1,0,0,0,3,1,0,,5,34.0,86,3.0,0.0,3.0,0.0,1.0,3.0,0,3.0,1.0,1.0,"-664143,712","-997596,464","-664139,417","-997575,526","-664139,179","-997574,422",KUNDRATICE,,,silnice2.t¯Ìdy,286,891710,,OpaËn˝kesmÏru˙seku,Pomal˝,577235.0,,GN_V0.1UIR-ADR_410,1
181106190019,6,,2019-01-07,1,2560,2,0,0,2,1,0,516,0,0,0,20,2,3,12,1,1,1,1,1,0,0,10,1,2,0,,17,,XX,,,,,,,0,,,,"-689369,344","-995180,607","-689366,658","-995166,104","-689366,446","-995166,549",P¯Ìöovice,,,mÌstnÌkomunikace,,3289452,,Souhlasn˝sesmÏrem˙seku,Pomal˝,564354.0,,GN_V0.1UIR-ADR_410,1
181106190020,2,293.0,2019-01-07,1,2150,5,0,0,2,4,0,100,0,0,0,100,2,3,12,4,7,1,1,1,0,0,0,1,1,0,,3,39.0,18,3.0,0.0,1.0,0.0,1.0,3.0,100,2.0,1.0,1.0,"-655265,976","-1004177,12","-655265,976","-1004177,12","-655259,817","-1004174,454",,,,silnice2.t¯Ìdy,293,1866798,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577553.0,,GN_V0.1UIR-ADR_410,2
181106190021,2,283.0,2019-01-08,2,1640,4,0,0,1,1,2,412,0,0,1,0,2,3,12,4,2,1,1,1,3,3,1,7,1,19,3.0,3,42.0,04,1.0,0.0,1.0,0.0,1.0,32.0,0,2.0,1.0,1.0,"-683719,389","-994846,077",-683721,"-994865,951","-683721,086","-994865,808",Turnov,Hlubok·,,silnice2.t¯Ìdy,283,157431,,OpaËn˝kesmÏru˙seku,Pomal˝,577626.0,547883.0,GN_V0.1UIR-ADR_410,1
181106190022,3,28719.0,2019-01-08,2,1710,5,0,0,2,4,0,100,0,0,0,170,2,3,12,3,7,1,1,1,0,0,0,1,1,0,,3,44.0,04,1.0,0.0,1.0,0.0,1.0,3.0,150,2.0,1.0,1.0,"-683562,68","-993351,746","-683552,475","-993346,911","-683554,571","-993347,707",Turnov,,,silnice3.t¯Ìdy,28719,2910900,,OpaËn˝kesmÏru˙seku,Pomal˝,577626.0,,GN_V0.1UIR-ADR_410,1
181106190023,2,284.0,2019-01-08,2,2560,3,0,9,2,1,0,511,0,0,0,30,2,8,12,4,5,1,1,1,0,0,7,2,1,0,,17,,XX,,,,,,,0,,,,"-669585,504","-1002091,591","-669585,504","-1002091,591","-669565,366","-1002079,587",LomnicenadPopelkou,5.kvÏtna,,silnice2.t¯Ìdy,284,790929,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577308.0,546356.0,GN_V0.1UIR-ADR_410,1
181106190024,6,,2019-01-11,5,750,2,0,0,2,1,0,511,0,0,0,205,2,3,12,1,2,1,1,1,0,0,9,1,2,0,,6,19.0,05,2.0,0.0,3.0,0.0,1.0,5.0,0,3.0,1.0,1.0,"-682675,323","-996520,169","-682673,175","-996508,352","-682672,775","-996506,887",Turnov,,,mÌstnÌkomunikace,,160800,,Souhlasn˝sesmÏrem˙seku,Pomal˝,577626.0,,GN_V0.1UIR-ADR_410,1
